STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
West Bengal,COOCHBEHAR,2013,54,119,8,110,0,110,165,141,24,7,3,9,9,339,142,197,74,10,92,6,78,196,15,240,1,631,0,142,2129,4437
West Bengal,DAKSHIN DINAJPUR,2013,41,153,5,35,0,35,116,100,16,1,8,6,0,240,47,193,9,19,293,4,17,144,32,69,0,345,0,148,921,2606
West Bengal,DARJEELING,2013,30,33,7,30,0,30,44,35,9,1,3,8,3,339,45,294,30,33,18,4,17,695,0,54,2,158,0,105,329,1943
West Bengal,HOOGHLY,2013,126,24,18,54,0,54,183,163,20,7,106,17,9,996,213,783,398,58,190,10,39,145,19,143,11,922,0,5,3451,6931
West Bengal,HOWRAH,2013,76,60,13,23,0,23,106,92,14,14,24,15,29,307,85,222,196,51,145,3,4,709,10,131,4,682,0,20,2227,4849
West Bengal,HOWRAH CITY,2013,53,4,6,22,0,22,201,141,60,7,39,35,6,1163,214,949,73,131,234,12,2,32,3,215,48,609,0,23,3470,6388
West Bengal,HOWRAH G.R.P.,2013,7,7,1,1,0,1,7,6,1,0,10,2,0,293,0,293,3,1,5,2,0,0,2,9,2,1,0,0,62,415
West Bengal,JALPAIGURI,2013,106,188,18,121,0,121,287,263,24,3,3,35,16,1251,249,1002,27,47,106,1,11,157,12,305,2,779,0,220,3466,7161
West Bengal,JHARGRAM,2013,31,19,2,10,0,10,23,17,6,2,0,9,8,93,13,80,41,3,18,1,4,14,6,42,2,62,0,34,256,680
West Bengal,KHARAGPUR G.R.P.,2013,2,1,2,2,0,2,1,1,0,0,0,3,0,142,1,141,2,0,1,0,0,8,0,10,0,0,0,0,16,190
West Bengal,KOLKATA,2013,77,115,37,75,0,75,210,145,65,4,30,42,82,4910,680,4230,362,337,2052,28,0,3496,15,707,412,1005,9,449,11865,26319
West Bengal,MALDA,2013,113,392,25,140,0,140,197,182,15,10,42,17,13,456,214,242,64,0,147,79,11,163,14,177,0,597,0,0,2623,5280
West Bengal,MURSHIDABAD,2013,168,622,34,215,0,215,396,341,55,6,134,22,6,933,287,646,309,66,114,79,54,3728,35,407,7,1939,0,389,2647,12310
West Bengal,NADIA,2013,146,568,23,87,0,87,389,346,43,15,34,35,13,1288,228,1060,172,82,383,33,13,3292,69,213,13,1666,0,298,3303,12135
West Bengal,PASCHIM MIDNAPUR,2013,100,182,6,46,0,46,170,155,15,5,23,41,11,704,160,544,293,66,62,3,46,132,25,327,17,549,0,10,1921,4739
West Bengal,PURAB MIDNAPUR,2013,101,41,19,53,0,53,221,199,22,6,34,24,20,524,115,409,350,45,159,10,24,20,24,126,2,606,0,339,2547,5295
West Bengal,PURULIA,2013,72,10,6,54,0,54,54,49,5,5,18,22,2,226,48,178,94,31,33,3,4,395,8,78,0,158,0,124,216,1613
West Bengal,SEALDAH G.R.P.,2013,21,7,1,2,0,2,14,10,4,0,58,4,0,363,3,360,7,5,7,0,0,65,0,45,1,2,0,0,45,647
West Bengal,SILIGURI G.R.P.,2013,4,1,0,0,0,0,3,1,2,0,0,1,0,173,0,173,0,0,1,1,0,0,0,11,2,0,0,0,45,242
West Bengal,SILIGURI_PC,2013,40,15,12,35,0,35,122,115,7,3,0,25,7,1127,281,846,5,112,234,0,2,351,5,206,24,616,0,110,2124,5175
West Bengal,UTTAR DINAJPUR,2013,92,184,10,71,0,71,261,223,38,18,11,41,2,536,130,406,108,30,72,2,51,2009,5,234,3,793,0,10,2455,6998
West Bengal,ZZ TOTAL,2013,2264,3523,415,1685,0,1685,4573,3830,743,206,1099,647,440,22904,4760,18144,6142,1564,6195,338,495,18159,481,4913,577,18116,9,4052,70738,169535
A&N Islands,CAR,2013,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,2,0,2,2,0,0,1,12,24
A&N Islands,NORTH,2013,1,1,0,5,0,5,6,5,1,0,0,0,5,7,0,7,0,3,0,0,1,17,0,10,1,5,0,3,91,156
A&N Islands,SOUTH,2013,5,3,1,21,0,21,8,7,1,1,0,1,36,29,2,27,0,1,24,0,1,36,1,33,5,4,0,2,220,432
A&N Islands,ZZ TOTAL,2013,6,4,1,27,0,27,14,12,2,1,0,1,42,37,2,35,0,5,25,0,2,55,1,45,8,9,0,6,323,612
Chandigarh,CHANDIGARH,2013,22,50,3,45,0,45,261,174,87,11,1,62,258,1519,874,645,54,25,284,1,8,59,1,143,26,92,0,6,1146,4077
Chandigarh,ZZ TOTAL,2013,22,50,3,45,0,45,261,174,87,11,1,62,258,1519,874,645,54,25,284,1,8,59,1,143,26,92,0,6,1146,4077
D&N Haveli,D&N HAVELI,2013,3,2,1,5,0,5,13,11,2,1,0,0,21,58,26,32,7,1,10,1,18,15,0,1,1,1,0,16,139,314
D&N Haveli,ZZ TOTAL,2013,3,2,1,5,0,5,13,11,2,1,0,0,21,58,26,32,7,1,10,1,18,15,0,1,1,1,0,16,139,314
Daman & Diu,DAMAN,2013,7,0,4,7,0,7,11,4,7,6,0,1,18,35,23,12,11,3,17,1,8,12,0,2,0,2,0,28,44,217
Daman & Diu,DIU,2013,2,1,0,1,0,1,2,2,0,0,0,0,1,3,2,1,0,0,2,0,0,2,0,0,0,0,0,7,8,29
Daman & Diu,ZZ TOTAL,2013,9,1,4,8,0,8,13,6,7,6,0,1,19,38,25,13,11,3,19,1,8,14,0,2,0,2,0,35,52,246
Delhi UT,CAW,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,202,0,0,0,203
Delhi UT,CENTRAL,2013,20,35,5,71,0,71,220,113,107,1,0,55,121,1928,948,980,4,45,323,0,5,122,2,174,28,50,0,79,1274,4562
Delhi UT,CRIME BRANCH,2013,2,6,0,4,0,4,1,0,1,0,0,0,0,1,0,1,0,1,48,5,0,0,0,0,0,0,0,0,12,80
Delhi UT,EAST,2013,51,60,10,210,0,210,737,428,309,5,0,134,236,4252,2313,1939,7,34,240,4,11,177,11,364,133,246,0,134,3332,10388
Delhi UT,EOW,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,0,0,0,0,0,0,0,0,0,84,163
Delhi UT,GRP(RLY),2013,13,2,0,4,0,4,19,5,14,0,0,20,0,553,5,548,2,0,15,0,0,4,0,11,1,0,0,0,116,760
Delhi UT,IGI AIRPORT,2013,0,0,0,0,0,0,1,1,0,0,0,2,0,79,11,68,0,5,12,3,0,2,0,9,5,0,0,5,228,351
Delhi UT,METRO RAIL,2013,1,1,0,0,0,0,8,4,4,0,0,2,4,875,19,856,2,4,11,0,0,1,1,16,12,2,0,1,21,962
Delhi UT,NEW DELHI,2013,7,6,2,19,0,19,74,35,39,0,0,14,19,473,127,346,19,18,71,38,1,21,1,66,25,17,0,55,512,1458
Delhi UT,NORTH,2013,29,25,2,53,0,53,266,151,115,2,0,87,165,1542,657,885,12,38,167,1,11,93,9,164,25,107,0,148,1135,4081
Delhi UT,NORTH-EAST,2013,69,87,9,183,0,183,923,513,410,5,0,223,143,3703,2094,1609,12,20,200,3,13,241,27,333,30,438,0,119,2260,9041
